
Host: G5

Timers On : Sun Mar 12 00:00:01 2023
Timers Off: Sun Mar 12 00:00:06 2023

Wall Time:        4.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.495w     20 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      1.073w     20 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s     10.706w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.260w     40 calls
| JK: (A|mn)                        :      0.000u      0.000s      0.337w     20 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      0.202w     20 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     20 calls
| JK: (Q|mn)                        :      0.000u      0.000s      0.095w     20 calls
| HF: Form core H                   :      0.000u      0.000s      0.112w     20 calls
| HF: Form S/X                      :      0.000u      0.000s      0.011w     20 calls
| HF: Guess                         :      0.000u      0.000s      0.923w     20 calls
| | SAD Guess                       :      0.000u      0.000s      0.903w     20 calls
| HF: Form G                        :      0.000u      0.000s      0.709w    240 calls
| | JK: D                           :      0.000u      0.000s      0.002w    240 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w    240 calls
| | JK: JK                          :      0.000u      0.000s      0.699w    240 calls
| | | JK: J                         :      0.000u      0.000s      0.070w    240 calls
| | | | JK: J1                      :      0.000u      0.000s      0.035w    240 calls
| | | | JK: J2                      :      0.000u      0.000s      0.033w    240 calls
| | | JK: K                         :      0.000u      0.000s      0.563w    240 calls
| | | | JK: K1                      :      0.000u      0.000s      0.471w    240 calls
| | | | JK: K2                      :      0.000u      0.000s      0.091w    240 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    240 calls
| HF: Form F                        :      0.000u      0.000s      0.003w    240 calls
| HF: Form D                        :      0.000u      0.000s      0.002w    240 calls
| HF: DIIS                          :      0.000u      0.000s      0.316w    220 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.045w    220 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.044w    220 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.021w    220 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.007w    220 calls
| | | New vector                    :      0.000u      0.000s      0.014w    220 calls
| HF: Form C                        :      0.000u      0.000s      0.151w    220 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      9.859w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.242w     40 calls
| HF: Form core H                   :      0.000u      0.000s      0.424w     20 calls
| HF: Form S/X                      :      0.000u      0.000s      0.011w     20 calls
| HF: Guess                         :      0.000u      0.000s      0.841w     20 calls
| | SAD Guess                       :      0.000u      0.000s      0.819w     20 calls
| HF: Form G                        :      0.000u      0.000s      0.493w    220 calls
| | JK: D                           :      0.000u      0.000s      0.002w    220 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w    220 calls
| | JK: JK                          :      0.000u      0.000s      0.485w    220 calls
| | | JK: J                         :      0.000u      0.000s      0.054w    220 calls
| | | | JK: J1                      :      0.000u      0.000s      0.027w    220 calls
| | | | JK: J2                      :      0.000u      0.000s      0.025w    220 calls
| | | JK: K                         :      0.000u      0.000s      0.415w    220 calls
| | | | JK: K1                      :      0.000u      0.000s      0.372w    220 calls
| | | | JK: K2                      :      0.000u      0.000s      0.042w    220 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    220 calls
| HF: Form F                        :      0.000u      0.000s      0.002w    220 calls
| HF: Form D                        :      0.000u      0.000s      0.001w    220 calls
| HF: DIIS                          :      0.000u      0.000s      0.286w    200 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.043w    200 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.037w    200 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.018w    200 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.006w    200 calls
| | | New vector                    :      0.000u      0.000s      0.012w    200 calls
| HF: Form C                        :      0.000u      0.000s      0.132w    200 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s     10.009w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.259w     40 calls
| HF: Form core H                   :      0.000u      0.000s      0.525w     20 calls
| HF: Form S/X                      :      0.000u      0.000s      0.011w     20 calls
| HF: Guess                         :      0.000u      0.000s      0.907w     20 calls
| | SAD Guess                       :      0.000u      0.000s      0.887w     20 calls
| HF: Form G                        :      0.000u      0.000s      0.492w    220 calls
| | JK: D                           :      0.000u      0.000s      0.002w    220 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w    220 calls
| | JK: JK                          :      0.000u      0.000s      0.484w    220 calls
| | | JK: J                         :      0.000u      0.000s      0.054w    220 calls
| | | | JK: J1                      :      0.000u      0.000s      0.027w    220 calls
| | | | JK: J2                      :      0.000u      0.000s      0.025w    220 calls
| | | JK: K                         :      0.000u      0.000s      0.414w    220 calls
| | | | JK: K1                      :      0.000u      0.000s      0.372w    220 calls
| | | | JK: K2                      :      0.000u      0.000s      0.041w    220 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    220 calls
| HF: Form F                        :      0.000u      0.000s      0.002w    220 calls
| HF: Form D                        :      0.000u      0.000s      0.001w    220 calls
| HF: DIIS                          :      0.000u      0.000s      0.290w    200 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.044w    200 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.036w    200 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.017w    200 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.006w    200 calls
| | | New vector                    :      0.000u      0.000s      0.012w    200 calls
| HF: Form C                        :      0.000u      0.000s      0.135w    200 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      1.883w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.284w     80 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.009w     20 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w     20 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.010w     20 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.005w     20 calls
SAPT0: Ind20                        :      0.000u      0.000s      0.882w     20 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.036w     20 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.495w     20 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      1.073w     20 calls

**************************************************************************************

Host: G5

Timers On : Mon Sep  4 16:39:21 2023
Timers Off: Mon Sep  4 16:53:16 2023

Wall Time:      835.00 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s    307.732w      6 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      6.389w     66 calls
JK: (A|mn)                          :      0.000u      0.000s      9.746w      6 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s      3.041w      6 calls
JK: (Q|mn)                          :      0.000u      0.000s     11.453w      6 calls
HF: Form core H                     :      0.000u      0.000s      5.834w     18 calls
HF: Form S/X                        :      0.000u      0.000s      0.248w     18 calls
HF: Guess                           :      0.000u      0.000s      2.595w     18 calls
SAD Guess                           :      0.000u      0.000s      2.568w     18 calls
HF: Form G                          :      0.000u      0.000s    526.176w    284 calls
JK: D                               :      0.000u      0.000s      0.038w    284 calls
JK: USO2AO                          :      0.000u      0.000s      0.014w    284 calls
JK: JK                              :      0.000u      0.000s    526.049w    284 calls
JK: J                               :      0.000u      0.000s      8.565w    284 calls
JK: J1                              :      0.000u      0.000s      4.234w    284 calls
JK: J2                              :      0.000u      0.000s      4.252w    284 calls
JK: K                               :      0.000u      0.000s    512.264w    284 calls
JK: K1                              :      0.000u      0.000s    476.612w    284 calls
JK: K2                              :      0.000u      0.000s     35.643w    284 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    284 calls
HF: Form F                          :      0.000u      0.000s      0.034w    284 calls
HF: Form D                          :      0.000u      0.000s      0.036w    284 calls
HF: DIIS                            :      0.000u      0.000s      2.636w    266 calls
DIISManager::add_entry              :      0.000u      0.000s      0.535w    266 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.859w    266 calls
bMatrix setup                       :      0.000u      0.000s      0.483w    266 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.012w    266 calls
New vector                          :      0.000u      0.000s      0.364w    266 calls
HF: Form C                          :      0.000u      0.000s      3.073w    266 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s    182.186w      6 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s    108.655w      6 calls
SAPT0: DF Integrals                 :      0.000u      0.000s    112.480w      6 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.337w      6 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.007w      6 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.933w      6 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.129w      6 calls
SAPT0: Ind20                        :      0.000u      0.000s     60.463w      6 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      1.749w      6 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s     12.004w      6 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s     39.392w      6 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s    307.732w      6 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      1.611w     12 calls
| JK: (A|mn)                        :      0.000u      0.000s      9.746w      6 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      3.041w      6 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w      6 calls
| JK: (Q|mn)                        :      0.000u      0.000s     11.453w      6 calls
| HF: Form core H                   :      0.000u      0.000s      2.041w      6 calls
| HF: Form S/X                      :      0.000u      0.000s      0.090w      6 calls
| HF: Guess                         :      0.000u      0.000s      1.633w      6 calls
| | SAD Guess                       :      0.000u      0.000s      1.624w      6 calls
| HF: Form G                        :      0.000u      0.000s    259.088w    134 calls
| | JK: D                           :      0.000u      0.000s      0.022w    134 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.006w    134 calls
| | JK: JK                          :      0.000u      0.000s    259.022w    134 calls
| | | JK: J                         :      0.000u      0.000s      4.035w    134 calls
| | | | JK: J1                      :      0.000u      0.000s      1.997w    134 calls
| | | | JK: J2                      :      0.000u      0.000s      2.001w    134 calls
| | | JK: K                         :      0.000u      0.000s    251.845w    134 calls
| | | | JK: K1                      :      0.000u      0.000s    230.250w    134 calls
| | | | JK: K2                      :      0.000u      0.000s     21.591w    134 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    134 calls
| HF: Form F                        :      0.000u      0.000s      0.016w    134 calls
| HF: Form D                        :      0.000u      0.000s      0.021w    134 calls
| HF: DIIS                          :      0.000u      0.000s      1.187w    128 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.131w    128 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.457w    128 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.257w    128 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.006w    128 calls
| | | New vector                    :      0.000u      0.000s      0.194w    128 calls
| HF: Form C                        :      0.000u      0.000s      1.479w    128 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s    182.186w      6 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      1.559w     12 calls
| HF: Form core H                   :      0.000u      0.000s      1.896w      6 calls
| HF: Form S/X                      :      0.000u      0.000s      0.081w      6 calls
| HF: Guess                         :      0.000u      0.000s      0.682w      6 calls
| | SAD Guess                       :      0.000u      0.000s      0.673w      6 calls
| HF: Form G                        :      0.000u      0.000s    169.710w     90 calls
| | JK: D                           :      0.000u      0.000s      0.013w     90 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.005w     90 calls
| | JK: JK                          :      0.000u      0.000s    169.669w     90 calls
| | | JK: J                         :      0.000u      0.000s      2.708w     90 calls
| | | | JK: J1                      :      0.000u      0.000s      1.333w     90 calls
| | | | JK: J2                      :      0.000u      0.000s      1.350w     90 calls
| | | JK: K                         :      0.000u      0.000s    165.075w     90 calls
| | | | JK: K1                      :      0.000u      0.000s    152.085w     90 calls
| | | | JK: K2                      :      0.000u      0.000s     12.987w     90 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     90 calls
| HF: Form F                        :      0.000u      0.000s      0.011w     90 calls
| HF: Form D                        :      0.000u      0.000s      0.013w     90 calls
| HF: DIIS                          :      0.000u      0.000s      0.911w     84 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.250w     84 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.273w     84 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.154w     84 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.004w     84 calls
| | | New vector                    :      0.000u      0.000s      0.115w     84 calls
| HF: Form C                        :      0.000u      0.000s      0.955w     84 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s    108.655w      6 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      1.588w     12 calls
| HF: Form core H                   :      0.000u      0.000s      1.896w      6 calls
| HF: Form S/X                      :      0.000u      0.000s      0.077w      6 calls
| HF: Guess                         :      0.000u      0.000s      0.280w      6 calls
| | SAD Guess                       :      0.000u      0.000s      0.270w      6 calls
| HF: Form G                        :      0.000u      0.000s     97.378w     60 calls
| | JK: D                           :      0.000u      0.000s      0.003w     60 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.003w     60 calls
| | JK: JK                          :      0.000u      0.000s     97.359w     60 calls
| | | JK: J                         :      0.000u      0.000s      1.822w     60 calls
| | | | JK: J1                      :      0.000u      0.000s      0.904w     60 calls
| | | | JK: J2                      :      0.000u      0.000s      0.901w     60 calls
| | | JK: K                         :      0.000u      0.000s     95.345w     60 calls
| | | | JK: K1                      :      0.000u      0.000s     94.277w     60 calls
| | | | JK: K2                      :      0.000u      0.000s      1.066w     60 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     60 calls
| HF: Form F                        :      0.000u      0.000s      0.007w     60 calls
| HF: Form D                        :      0.000u      0.000s      0.003w     60 calls
| HF: DIIS                          :      0.000u      0.000s      0.539w     54 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.154w     54 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.130w     54 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.072w     54 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.002w     54 calls
| | | New vector                    :      0.000u      0.000s      0.056w     54 calls
| HF: Form C                        :      0.000u      0.000s      0.639w     54 calls
SAPT0: DF Integrals                 :      0.000u      0.000s    112.480w      6 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      1.630w     24 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.337w      6 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.007w      6 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.933w      6 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.129w      6 calls
SAPT0: Ind20                        :      0.000u      0.000s     60.463w      6 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      1.749w      6 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s     12.004w      6 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s     39.392w      6 calls

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:09:19 2023
Timers Off: Sat Sep  9 03:09:20 2023

Wall Time:        1.39 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:11:07 2023
Timers Off: Sat Sep  9 03:11:08 2023

Wall Time:        1.25 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:19:23 2023
Timers Off: Sat Sep  9 03:20:02 2023

Wall Time:       39.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:20:45 2023
Timers Off: Sat Sep  9 03:20:58 2023

Wall Time:       13.40 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:22:11 2023
Timers Off: Sat Sep  9 03:22:24 2023

Wall Time:       12.72 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:22:31 2023
Timers Off: Sat Sep  9 03:22:48 2023

Wall Time:       17.61 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:24:19 2023
Timers Off: Sat Sep  9 03:24:29 2023

Wall Time:       10.20 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:24:38 2023
Timers Off: Sat Sep  9 03:24:57 2023

Wall Time:       19.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:28:05 2023
Timers Off: Sat Sep  9 03:28:17 2023

Wall Time:       11.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:28:25 2023
Timers Off: Sat Sep  9 03:28:31 2023

Wall Time:        6.35 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Sat Sep  9 03:29:51 2023
Timers Off: Sat Sep  9 17:10:32 2023

Wall Time:    49243.45 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 19:27:34 2023
Timers Off: Tue Sep 12 19:29:55 2023

Wall Time:      140.77 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:03:15 2023
Timers Off: Tue Sep 12 21:03:16 2023

Wall Time:        0.86 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:03:17 2023
Timers Off: Tue Sep 12 21:03:17 2023

Wall Time:        0.83 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:04:38 2023
Timers Off: Tue Sep 12 21:04:42 2023

Wall Time:        4.21 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:05:05 2023
Timers Off: Tue Sep 12 21:05:08 2023

Wall Time:        3.24 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:05:15 2023
Timers Off: Tue Sep 12 21:05:18 2023

Wall Time:        2.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:23:16 2023
Timers Off: Tue Sep 12 21:23:32 2023

Wall Time:       16.26 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.053w     31 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.034w     93 calls
DFH: initialize()                   :      0.000u      0.000s      0.744w     31 calls
DFH: AO Construction                :      0.000u      0.000s      0.021w     31 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.003w     31 calls
HF: Form core H                     :      0.000u      0.000s      0.215w     31 calls
HF: Form S/X                        :      0.000u      0.000s      0.025w     31 calls
HF: Guess                           :      0.000u      0.000s      1.301w     31 calls
SAD Guess                           :      0.000u      0.000s      1.251w     31 calls
HF: Form G                          :      0.000u      0.000s      0.025w    254 calls
JK: D                               :      0.000u      0.000s      0.003w    254 calls
JK: USO2AO                          :      0.000u      0.000s      0.005w    254 calls
JK: JK                              :      0.000u      0.000s      0.011w    254 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.010w    254 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    254 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w    254 calls
DFH: compute_K                      :      0.000u      0.000s      0.004w    254 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    254 calls
HF: Form F                          :      0.000u      0.000s      0.002w    254 calls
HF: Form D                          :      0.000u      0.000s      0.002w    254 calls
HF: DIIS                            :      0.000u      0.000s      0.472w    223 calls
DIISManager::add_entry              :      0.000u      0.000s      0.192w    223 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.039w    223 calls
bMatrix setup                       :      0.000u      0.000s      0.023w    223 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.008w    223 calls
New vector                          :      0.000u      0.000s      0.006w    223 calls
HF: Form C                          :      0.000u      0.000s      0.091w    223 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.053w     31 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.021w     31 calls
DFH: initialize()                   :      0.000u      0.000s      0.744w     31 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.013w     62 calls
| DFH: AO Construction              :      0.000u      0.000s      0.021w     31 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.003w     31 calls
HF: Form core H                     :      0.000u      0.000s      0.215w     31 calls
HF: Form S/X                        :      0.000u      0.000s      0.025w     31 calls
HF: Guess                           :      0.000u      0.000s      1.301w     31 calls
| SAD Guess                         :      0.000u      0.000s      1.251w     31 calls
HF: Form G                          :      0.000u      0.000s      0.025w    254 calls
| JK: D                             :      0.000u      0.000s      0.003w    254 calls
| JK: USO2AO                        :      0.000u      0.000s      0.005w    254 calls
| JK: JK                            :      0.000u      0.000s      0.011w    254 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.010w    254 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    254 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w    254 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.004w    254 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    254 calls
HF: Form F                          :      0.000u      0.000s      0.002w    254 calls
HF: Form D                          :      0.000u      0.000s      0.002w    254 calls
HF: DIIS                            :      0.000u      0.000s      0.472w    223 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.192w    223 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.039w    223 calls
| | bMatrix setup                   :      0.000u      0.000s      0.023w    223 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.008w    223 calls
| | New vector                      :      0.000u      0.000s      0.006w    223 calls
HF: Form C                          :      0.000u      0.000s      0.091w    223 calls

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:23:59 2023
Timers Off: Tue Sep 12 21:24:22 2023

Wall Time:       23.39 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.034w     31 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.017w     93 calls
DFH: initialize()                   :      0.000u      0.000s      0.654w     31 calls
DFH: AO Construction                :      0.000u      0.000s      0.018w     31 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.002w     31 calls
HF: Form core H                     :      0.000u      0.000s      0.069w     31 calls
HF: Form S/X                        :      0.000u      0.000s      0.022w     31 calls
HF: Guess                           :      0.000u      0.000s      1.064w     31 calls
SAD Guess                           :      0.000u      0.000s      1.019w     31 calls
HF: Form G                          :      0.000u      0.000s      0.023w    254 calls
JK: D                               :      0.000u      0.000s      0.003w    254 calls
JK: USO2AO                          :      0.000u      0.000s      0.005w    254 calls
JK: JK                              :      0.000u      0.000s      0.010w    254 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.010w    254 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    254 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w    254 calls
DFH: compute_K                      :      0.000u      0.000s      0.004w    254 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    254 calls
HF: Form F                          :      0.000u      0.000s      0.002w    254 calls
HF: Form D                          :      0.000u      0.000s      0.001w    254 calls
HF: DIIS                            :      0.000u      0.000s      0.561w    223 calls
DIISManager::add_entry              :      0.000u      0.000s      0.306w    223 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.025w    223 calls
bMatrix setup                       :      0.000u      0.000s      0.010w    223 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.008w    223 calls
New vector                          :      0.000u      0.000s      0.006w    223 calls
HF: Form C                          :      0.000u      0.000s      0.087w    223 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.034w     31 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.007w     31 calls
DFH: initialize()                   :      0.000u      0.000s      0.654w     31 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.010w     62 calls
| DFH: AO Construction              :      0.000u      0.000s      0.018w     31 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.002w     31 calls
HF: Form core H                     :      0.000u      0.000s      0.069w     31 calls
HF: Form S/X                        :      0.000u      0.000s      0.022w     31 calls
HF: Guess                           :      0.000u      0.000s      1.064w     31 calls
| SAD Guess                         :      0.000u      0.000s      1.019w     31 calls
HF: Form G                          :      0.000u      0.000s      0.023w    254 calls
| JK: D                             :      0.000u      0.000s      0.003w    254 calls
| JK: USO2AO                        :      0.000u      0.000s      0.005w    254 calls
| JK: JK                            :      0.000u      0.000s      0.010w    254 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.010w    254 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    254 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w    254 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.004w    254 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    254 calls
HF: Form F                          :      0.000u      0.000s      0.002w    254 calls
HF: Form D                          :      0.000u      0.000s      0.001w    254 calls
HF: DIIS                            :      0.000u      0.000s      0.561w    223 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.306w    223 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.025w    223 calls
| | bMatrix setup                   :      0.000u      0.000s      0.010w    223 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.008w    223 calls
| | New vector                      :      0.000u      0.000s      0.006w    223 calls
HF: Form C                          :      0.000u      0.000s      0.087w    223 calls

**************************************************************************************

Host: G5

Timers On : Tue Sep 12 21:27:11 2023
Timers Off: Tue Sep 12 21:27:27 2023

Wall Time:       16.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.034w     31 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.018w     93 calls
