
Host: G5

Timers On : Mon Jun  3 21:13:00 2024
Timers Off: Mon Jun  3 21:13:20 2024

Wall Time:       19.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| JK: D                             :      0.000u      0.000s      0.001w    129 calls
| JK: USO2AO                        :      0.000u      0.000s      0.002w    129 calls
| JK: JK                            :      0.000u      0.000s      0.021w    129 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.021w    129 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    129 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.005w    129 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.012w    129 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    129 calls
HF: Form F                          :      0.000u      0.000s      0.001w    129 calls
HF: Form D                          :      0.000u      0.000s      0.001w    129 calls
HF: DIIS                            :      0.000u      0.000s      0.543w    111 calls
HF: Form C                          :      0.000u      0.000s      0.050w    111 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:29:35 2024
Timers Off: Thu Jun  6 20:29:47 2024

Wall Time:       12.21 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.031w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.750w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.073w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.010w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.147w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.936w     20 calls
SAD Guess                           :      0.000u      0.000s      0.916w     20 calls
HF: Form G                          :      0.000u      0.000s      0.025w    143 calls
JK: D                               :      0.000u      0.000s      0.001w    143 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    143 calls
JK: JK                              :      0.000u      0.000s      0.022w    143 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.022w    143 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    143 calls
DFH: compute_J                      :      0.000u      0.000s      0.005w    143 calls
DFH: compute_K                      :      0.000u      0.000s      0.013w    143 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    143 calls
HF: Form F                          :      0.000u      0.000s      0.001w    143 calls
HF: Form D                          :      0.000u      0.000s      0.001w    143 calls
HF: DIIS                            :      0.000u      0.000s      0.579w    123 calls
HF: Form C                          :      0.000u      0.000s      0.054w    123 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.014w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.750w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.018w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.073w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.010w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.147w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.936w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.916w     20 calls
HF: Form G                          :      0.000u      0.000s      0.025w    143 calls
| JK: D                             :      0.000u      0.000s      0.001w    143 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    143 calls
| JK: JK                            :      0.000u      0.000s      0.022w    143 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.022w    143 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    143 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.005w    143 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.013w    143 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    143 calls
HF: Form F                          :      0.000u      0.000s      0.001w    143 calls
HF: Form D                          :      0.000u      0.000s      0.001w    143 calls
HF: DIIS                            :      0.000u      0.000s      0.579w    123 calls
HF: Form C                          :      0.000u      0.000s      0.054w    123 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:30:16 2024
Timers Off: Thu Jun  6 20:30:33 2024

Wall Time:       17.02 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.031w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.693w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.076w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.061w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.708w     20 calls
SAD Guess                           :      0.000u      0.000s      0.688w     20 calls
HF: Form G                          :      0.000u      0.000s      0.025w    143 calls
JK: D                               :      0.000u      0.000s      0.001w    143 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    143 calls
JK: JK                              :      0.000u      0.000s      0.022w    143 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.022w    143 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    143 calls
DFH: compute_J                      :      0.000u      0.000s      0.005w    143 calls
DFH: compute_K                      :      0.000u      0.000s      0.013w    143 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    143 calls
HF: Form F                          :      0.000u      0.000s      0.001w    143 calls
HF: Form D                          :      0.000u      0.000s      0.001w    143 calls
HF: DIIS                            :      0.000u      0.000s      0.724w    123 calls
HF: Form C                          :      0.000u      0.000s      0.056w    123 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.013w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.693w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.018w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.076w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.061w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.708w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.688w     20 calls
HF: Form G                          :      0.000u      0.000s      0.025w    143 calls
| JK: D                             :      0.000u      0.000s      0.001w    143 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    143 calls
| JK: JK                            :      0.000u      0.000s      0.022w    143 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.022w    143 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    143 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.005w    143 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.013w    143 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    143 calls
HF: Form F                          :      0.000u      0.000s      0.001w    143 calls
HF: Form D                          :      0.000u      0.000s      0.001w    143 calls
HF: DIIS                            :      0.000u      0.000s      0.724w    123 calls
HF: Form C                          :      0.000u      0.000s      0.056w    123 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:32:19 2024
Timers Off: Thu Jun  6 20:35:15 2024

Wall Time:      176.53 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.029w     16 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.026w     48 calls
DFH: initialize()                   :      0.000u      0.000s      0.637w     16 calls
DFH: AO Construction                :      0.000u      0.000s      0.062w     16 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.008w     16 calls
HF: Form core H                     :      0.000u      0.000s      0.031w     16 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     16 calls
HF: Guess                           :      0.000u      0.000s      0.641w     16 calls
SAD Guess                           :      0.000u      0.000s      0.625w     16 calls
HF: Form G                          :      0.000u      0.000s      0.020w    112 calls
JK: D                               :      0.000u      0.000s      0.001w    112 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    112 calls
JK: JK                              :      0.000u      0.000s      0.018w    112 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.017w    112 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    112 calls
DFH: compute_J                      :      0.000u      0.000s      0.004w    112 calls
DFH: compute_K                      :      0.000u      0.000s      0.011w    112 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    112 calls
HF: Form F                          :      0.000u      0.000s      0.001w    112 calls
HF: Form D                          :      0.000u      0.000s      0.001w    112 calls
HF: DIIS                            :      0.000u      0.000s      0.650w     96 calls
HF: Form C                          :      0.000u      0.000s      0.042w     96 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.029w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.011w     16 calls
DFH: initialize()                   :      0.000u      0.000s      0.637w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.015w     32 calls
| DFH: AO Construction              :      0.000u      0.000s      0.062w     16 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.008w     16 calls
HF: Form core H                     :      0.000u      0.000s      0.031w     16 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     16 calls
HF: Guess                           :      0.000u      0.000s      0.641w     16 calls
| SAD Guess                         :      0.000u      0.000s      0.625w     16 calls
HF: Form G                          :      0.000u      0.000s      0.020w    112 calls
| JK: D                             :      0.000u      0.000s      0.001w    112 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    112 calls
| JK: JK                            :      0.000u      0.000s      0.018w    112 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.017w    112 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    112 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.004w    112 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.011w    112 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    112 calls
HF: Form F                          :      0.000u      0.000s      0.001w    112 calls
HF: Form D                          :      0.000u      0.000s      0.001w    112 calls
HF: DIIS                            :      0.000u      0.000s      0.650w     96 calls
HF: Form C                          :      0.000u      0.000s      0.042w     96 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:35:56 2024
Timers Off: Thu Jun  6 20:36:00 2024

Wall Time:        4.24 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.010w      5 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.010w     15 calls
DFH: initialize()                   :      0.000u      0.000s      0.244w      5 calls
DFH: AO Construction                :      0.000u      0.000s      0.019w      5 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.003w      5 calls
HF: Form core H                     :      0.000u      0.000s      0.074w      5 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      5 calls
HF: Guess                           :      0.000u      0.000s      0.206w      5 calls
SAD Guess                           :      0.000u      0.000s      0.201w      5 calls
HF: Form G                          :      0.000u      0.000s      0.008w     43 calls
JK: D                               :      0.000u      0.000s      0.000w     43 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     43 calls
JK: JK                              :      0.000u      0.000s      0.007w     43 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.007w     43 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     43 calls
DFH: compute_J                      :      0.000u      0.000s      0.002w     43 calls
DFH: compute_K                      :      0.000u      0.000s      0.004w     43 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     43 calls
HF: Form F                          :      0.000u      0.000s      0.000w     43 calls
HF: Form D                          :      0.000u      0.000s      0.000w     43 calls
HF: DIIS                            :      0.000u      0.000s      0.163w     38 calls
HF: Form C                          :      0.000u      0.000s      0.018w     38 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.010w      5 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      5 calls
DFH: initialize()                   :      0.000u      0.000s      0.244w      5 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.006w     10 calls
| DFH: AO Construction              :      0.000u      0.000s      0.019w      5 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.003w      5 calls
HF: Form core H                     :      0.000u      0.000s      0.074w      5 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      5 calls
HF: Guess                           :      0.000u      0.000s      0.206w      5 calls
| SAD Guess                         :      0.000u      0.000s      0.201w      5 calls
HF: Form G                          :      0.000u      0.000s      0.008w     43 calls
| JK: D                             :      0.000u      0.000s      0.000w     43 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     43 calls
| JK: JK                            :      0.000u      0.000s      0.007w     43 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.007w     43 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     43 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.002w     43 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.004w     43 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     43 calls
HF: Form F                          :      0.000u      0.000s      0.000w     43 calls
HF: Form D                          :      0.000u      0.000s      0.000w     43 calls
HF: DIIS                            :      0.000u      0.000s      0.163w     38 calls
HF: Form C                          :      0.000u      0.000s      0.018w     38 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:36:11 2024
Timers Off: Thu Jun  6 20:36:27 2024

Wall Time:       16.41 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.028w     16 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.026w     48 calls
DFH: initialize()                   :      0.000u      0.000s      0.450w     16 calls
DFH: AO Construction                :      0.000u      0.000s      0.061w     16 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.009w     16 calls
HF: Form core H                     :      0.000u      0.000s      0.089w     16 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     16 calls
HF: Guess                           :      0.000u      0.000s      0.709w     16 calls
SAD Guess                           :      0.000u      0.000s      0.692w     16 calls
HF: Form G                          :      0.000u      0.000s      0.022w    121 calls
JK: D                               :      0.000u      0.000s      0.001w    121 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    121 calls
JK: JK                              :      0.000u      0.000s      0.019w    121 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.018w    121 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    121 calls
DFH: compute_J                      :      0.000u      0.000s      0.005w    121 calls
DFH: compute_K                      :      0.000u      0.000s      0.011w    121 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    121 calls
HF: Form F                          :      0.000u      0.000s      0.001w    121 calls
HF: Form D                          :      0.000u      0.000s      0.001w    121 calls
HF: DIIS                            :      0.000u      0.000s      0.627w    105 calls
HF: Form C                          :      0.000u      0.000s      0.048w    105 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.028w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.011w     16 calls
DFH: initialize()                   :      0.000u      0.000s      0.450w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.015w     32 calls
| DFH: AO Construction              :      0.000u      0.000s      0.061w     16 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.009w     16 calls
HF: Form core H                     :      0.000u      0.000s      0.089w     16 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     16 calls
HF: Guess                           :      0.000u      0.000s      0.709w     16 calls
| SAD Guess                         :      0.000u      0.000s      0.692w     16 calls
HF: Form G                          :      0.000u      0.000s      0.022w    121 calls
| JK: D                             :      0.000u      0.000s      0.001w    121 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    121 calls
| JK: JK                            :      0.000u      0.000s      0.019w    121 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.018w    121 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    121 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.005w    121 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.011w    121 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    121 calls
HF: Form F                          :      0.000u      0.000s      0.001w    121 calls
HF: Form D                          :      0.000u      0.000s      0.001w    121 calls
HF: DIIS                            :      0.000u      0.000s      0.627w    105 calls
HF: Form C                          :      0.000u      0.000s      0.048w    105 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:36:51 2024
Timers Off: Thu Jun  6 20:36:52 2024

Wall Time:        0.90 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:37:31 2024
Timers Off: Thu Jun  6 20:37:31 2024

Wall Time:        0.88 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:37:48 2024
Timers Off: Thu Jun  6 20:38:07 2024

Wall Time:       18.82 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.023w     13 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.022w     39 calls
DFH: initialize()                   :      0.000u      0.000s      0.396w     13 calls
DFH: AO Construction                :      0.000u      0.000s      0.053w     13 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.007w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.050w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      0.464w     13 calls
SAD Guess                           :      0.000u      0.000s      0.452w     13 calls
HF: Form G                          :      0.000u      0.000s      0.018w     96 calls
JK: D                               :      0.000u      0.000s      0.001w     96 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     96 calls
JK: JK                              :      0.000u      0.000s      0.016w     96 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.015w     96 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     96 calls
DFH: compute_J                      :      0.000u      0.000s      0.004w     96 calls
DFH: compute_K                      :      0.000u      0.000s      0.010w     96 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     96 calls
HF: Form F                          :      0.000u      0.000s      0.001w     96 calls
HF: Form D                          :      0.000u      0.000s      0.001w     96 calls
HF: DIIS                            :      0.000u      0.000s      0.586w     83 calls
HF: Form C                          :      0.000u      0.000s      0.040w     83 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.023w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.009w     13 calls
DFH: initialize()                   :      0.000u      0.000s      0.396w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.013w     26 calls
| DFH: AO Construction              :      0.000u      0.000s      0.053w     13 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.007w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.050w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      0.464w     13 calls
| SAD Guess                         :      0.000u      0.000s      0.452w     13 calls
HF: Form G                          :      0.000u      0.000s      0.018w     96 calls
| JK: D                             :      0.000u      0.000s      0.001w     96 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     96 calls
| JK: JK                            :      0.000u      0.000s      0.016w     96 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.015w     96 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     96 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.004w     96 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.010w     96 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     96 calls
HF: Form F                          :      0.000u      0.000s      0.001w     96 calls
HF: Form D                          :      0.000u      0.000s      0.001w     96 calls
HF: DIIS                            :      0.000u      0.000s      0.586w     83 calls
HF: Form C                          :      0.000u      0.000s      0.040w     83 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:42:24 2024
Timers Off: Thu Jun  6 20:42:39 2024

Wall Time:       15.14 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.024w     13 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.022w     39 calls
DFH: initialize()                   :      0.000u      0.000s      0.456w     13 calls
DFH: AO Construction                :      0.000u      0.000s      0.049w     13 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.006w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.132w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      1.000w     13 calls
SAD Guess                           :      0.000u      0.000s      0.986w     13 calls
HF: Form G                          :      0.000u      0.000s      0.016w     91 calls
JK: D                               :      0.000u      0.000s      0.001w     91 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     91 calls
JK: JK                              :      0.000u      0.000s      0.014w     91 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.014w     91 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     91 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w     91 calls
DFH: compute_K                      :      0.000u      0.000s      0.009w     91 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     91 calls
HF: Form F                          :      0.000u      0.000s      0.001w     91 calls
HF: Form D                          :      0.000u      0.000s      0.000w     91 calls
HF: DIIS                            :      0.000u      0.000s      0.480w     78 calls
HF: Form C                          :      0.000u      0.000s      0.035w     78 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.024w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.010w     13 calls
DFH: initialize()                   :      0.000u      0.000s      0.456w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.012w     26 calls
| DFH: AO Construction              :      0.000u      0.000s      0.049w     13 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.006w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.132w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      1.000w     13 calls
| SAD Guess                         :      0.000u      0.000s      0.986w     13 calls
HF: Form G                          :      0.000u      0.000s      0.016w     91 calls
| JK: D                             :      0.000u      0.000s      0.001w     91 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     91 calls
| JK: JK                            :      0.000u      0.000s      0.014w     91 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.014w     91 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     91 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w     91 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.009w     91 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     91 calls
HF: Form F                          :      0.000u      0.000s      0.001w     91 calls
HF: Form D                          :      0.000u      0.000s      0.000w     91 calls
HF: DIIS                            :      0.000u      0.000s      0.480w     78 calls
HF: Form C                          :      0.000u      0.000s      0.035w     78 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:45:25 2024
Timers Off: Thu Jun  6 20:45:35 2024

Wall Time:       10.75 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.022w     13 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.020w     39 calls
DFH: initialize()                   :      0.000u      0.000s      0.562w     13 calls
DFH: AO Construction                :      0.000u      0.000s      0.049w     13 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.007w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.207w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      0.570w     13 calls
SAD Guess                           :      0.000u      0.000s      0.556w     13 calls
HF: Form G                          :      0.000u      0.000s      0.016w     91 calls
JK: D                               :      0.000u      0.000s      0.001w     91 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     91 calls
JK: JK                              :      0.000u      0.000s      0.014w     91 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.014w     91 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     91 calls
DFH: compute_J                      :      0.000u      0.000s      0.003w     91 calls
DFH: compute_K                      :      0.000u      0.000s      0.008w     91 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     91 calls
HF: Form F                          :      0.000u      0.000s      0.001w     91 calls
HF: Form D                          :      0.000u      0.000s      0.000w     91 calls
HF: DIIS                            :      0.000u      0.000s      0.396w     78 calls
HF: Form C                          :      0.000u      0.000s      0.036w     78 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.022w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.009w     13 calls
DFH: initialize()                   :      0.000u      0.000s      0.562w     13 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.011w     26 calls
| DFH: AO Construction              :      0.000u      0.000s      0.049w     13 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.007w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.207w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      0.570w     13 calls
| SAD Guess                         :      0.000u      0.000s      0.556w     13 calls
HF: Form G                          :      0.000u      0.000s      0.016w     91 calls
| JK: D                             :      0.000u      0.000s      0.001w     91 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     91 calls
| JK: JK                            :      0.000u      0.000s      0.014w     91 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.014w     91 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     91 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.003w     91 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.008w     91 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     91 calls
HF: Form F                          :      0.000u      0.000s      0.001w     91 calls
HF: Form D                          :      0.000u      0.000s      0.000w     91 calls
HF: DIIS                            :      0.000u      0.000s      0.396w     78 calls
HF: Form C                          :      0.000u      0.000s      0.036w     78 calls

**************************************************************************************

Host: G5

Timers On : Thu Jun  6 20:46:11 2024
Timers Off: Thu Jun  6 20:46:34 2024

Wall Time:       22.55 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.023w     13 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.022w     39 calls
DFH: initialize()                   :      0.000u      0.000s      0.408w     13 calls
DFH: AO Construction                :      0.000u      0.000s      0.049w     13 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.007w     13 calls
HF: Form core H                     :      0.000u      0.000s      0.083w     13 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     13 calls
HF: Guess                           :      0.000u      0.000s      0.644w     13 calls
SAD Guess                           :      0.000u      0.000s      0.631w     13 calls
HF: Form G                          :      0.000u      0.000s      0.017w     96 calls
JK: D                               :      0.000u      0.000s      0.001w     96 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     96 calls
JK: JK                              :      0.000u      0.000s      0.015w     96 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.015w     96 calls
